restaurant,url,inspection_date,violation_desc,score,grade,lat,long,mean_rating_before,mean_rating_after
T-BAR STEAK & LOUNGE,https://www.tripadvisor.com/Restaurant_Review-g60763-d1239725-Reviews-TBar-New_York_City_New_York.html,2017-07-25,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",12,A,40.78551032674,-73.972895018486,4.276190476190476,4.681818181818182
CHARLIE'S PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d4955671-Reviews-Charlie_s_Pizza-New_York_City_New_York.html,2017-07-25,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",3,A,40.776072959096,-73.95306587534999,,
PIZZA PETE'S,https://www.tripadvisor.com/Restaurant_Review-g60763-d4941278-Reviews-Pizza_Pete_s-New_York_City_New_York.html,2018-07-25,Evidence of mice or live mice present in facility's food and/or non-food areas.,23,B,40.765517648901,-73.991162670008,3.8181818181818183,4.2
SAL AND CARMINE PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d457147-Reviews-Sal_and_Carmine_Pizza-New_York_City_New_York.html,2018-07-25,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,29,,40.77442530508,-73.95114625204799,4.267857142857143,4.583333333333333
JUMBO PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d15168315-Reviews-Jumbo_s_Pizza_Coffee_Shop-New_York_City_New_York.html,2018-07-25,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",13,A,40.849397482883,-73.933657803238,,
SLICED BY HARLEM PIZZA CO.,https://www.tripadvisor.com/Restaurant_Review-g60763-d15173020-Reviews-Sliced_by_Harlem_Pizza_Co-New_York_City_New_York.html,2019-07-25,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",5,A,40.810184687204,-73.952994765917,5.0,5.0
KRISPY KRUNCHY CHICKEN AND PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d21026812-Reviews-Krispy_Krunchy_Chicken-New_York_City_New_York.html,2019-07-25,Evidence of mice or live mice present in facility's food and/or non-food areas.,13,A,40.717901024793,-73.986280938511,,
SBARRO,https://www.tripadvisor.com/Restaurant_Review-g60763-d4248827-Reviews-Sbarro-New_York_City_New_York.html,2019-07-25,Hot food item not held at or above 140Âº F.,9,A,40.739124333525,-74.00304564563001,3.2416666666666667,3.0
SKINNYPIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d6918411-Reviews-Skinny_Pizza-New_York_City_New_York.html,2016-07-26,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",34,,40.793370010398,-73.940413253622,3.25,3.96
MILANO'S PIZZERIA,https://www.tripadvisor.com/Restaurant_Review-g60763-d4728394-Reviews-Milano_Pizza_Shop-New_York_City_New_York.html,2017-07-26,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",12,A,40.725866370624,-73.98654627437,5.0,4.0
GINA LA FORNARINA,https://www.tripadvisor.com/Restaurant_Review-g60763-d7216435-Reviews-Gina_la_Fornarina-New_York_City_New_York.html,2018-07-26,Live roaches present in facility's food and/or non-food areas.,12,A,40.792229631304004,-73.973553172118,3.3846153846153846,3.5714285714285716
MARK JOSEPH STEAKHOUSE,https://www.tripadvisor.com/Restaurant_Review-g60763-d482186-Reviews-MarkJoseph_Steakhouse-New_York_City_New_York.html,2019-07-26,Evidence of mice or live mice present in facility's food and/or non-food areas.,9,A,40.718444982329004,-73.991338486346,4.312101910828026,4.375
AMERICAN CUT,https://www.tripadvisor.com/Restaurant_Review-g60763-d5327176-Reviews-American_Cut_Steakhouse_Tribeca-New_York_City_New_York.html,2019-07-26,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",9,A,40.789210236622,-73.948726617051,3.962162162162162,4.666666666666667
PIZZA ROLLIO,https://www.tripadvisor.com/Restaurant_Review-g60763-d7596842-Reviews-Pizza_Rollio-New_York_City_New_York.html,2017-07-27,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,29,,40.751642278488,-73.970862398401,4.433962264150943,4.424242424242424
MASTRO'S STEAKHOUSE,https://www.tripadvisor.com/Restaurant_Review-g60763-d7231880-Reviews-Mastro_s_Steakhouse-New_York_City_New_York.html,2017-07-27,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,32,,40.750948788445,-74.002161927492,4.528985507246377,4.450184501845018
JOHN'S PIZZERIA,https://www.tripadvisor.com/Restaurant_Review-g60763-d492818-Reviews-John_s_of_Bleecker_Street-New_York_City_New_York.html,2018-07-27,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,10,A,40.720402277550996,-73.996572811102,,
LA NOSTRA PIZZERIA,https://www.tripadvisor.com/Restaurant_Review-g60763-d4278942-Reviews-La_Nostra_Pizzeria-New_York_City_New_York.html,2018-07-27,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",32,,40.76050320095,-73.99484528044,4.0,
UNCLE PAULS PIZZA NY,https://www.tripadvisor.com/Restaurant_Review-g60763-d3318799-Reviews-Uncle_Paul_s_Pizza-New_York_City_New_York.html,2018-07-27,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,11,A,40.851513259540006,-73.928396286343,4.412017167381975,4.450980392156863
99 CENT TASTY & FRESH PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d21127823-Reviews-99_Cent_Fresh_Pizza-New_York_City_New_York.html,2018-07-27,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",13,,40.83702632816,-73.94269052271599,,5.0
CAFE VIVA,https://www.tripadvisor.com/Restaurant_Review-g60763-d967818-Reviews-Cafe_Viva_Gourmet_Pizza-New_York_City_New_York.html,2018-07-27,Food Protection Certificate not held by supervisor of food operations.,26,,0.0,0.0,4.35,4.5
NY FRESH PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d4915309-Reviews-NY_Fresh_Pizza-New_York_City_New_York.html,2017-07-28,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,26,,40.716855439004,-74.012207355491,2.6666666666666665,
WOLFGANG'S STEAKHOUSE BOUTIQUE,https://www.tripadvisor.com/Restaurant_Review-g60763-d11799347-Reviews-Wolfgang_s_Steakhouse-New_York_City_New_York.html,2016-07-29,Food contact surface not properly maintained.,9,A,40.769286008743,-73.988956320252,,4.4
LA TRATTORIA,https://www.tripadvisor.com/Restaurant_Review-g60763-d4461083-Reviews-Latrattoria_Pizza-New_York_City_New_York.html,2019-07-29,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",13,A,40.854676070829996,-73.92982074564,3.857142857142857,2.0
KESTE WALL STREET,https://www.tripadvisor.com/Restaurant_Review-g60763-d19818307-Reviews-Keste_Fulton-New_York_City_New_York.html,2019-07-29,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,21,,40.745702518579,-73.984467111171,,4.0
PEPPER LUNCH,https://www.tripadvisor.com/Restaurant_Review-g60763-d16805706-Reviews-Pepper_Lunch-New_York_City_New_York.html,2018-07-30,Hot food item not held at or above 140Âº F.,10,A,40.743826151871,-73.99955611261599,,3.75
D NAPOLI PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d3800560-Reviews-D_Napoli_Pizza-New_York_City_New_York.html,2019-07-30,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",3,A,40.736195559538004,-73.99410383249699,3.75,4.0
DOMINO'S PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d4417805-Reviews-Domino_s_Pizza-New_York_City_New_York.html,2019-07-30,Evidence of rats or live rats present in facility's food and/or non-food areas.,11,A,40.798096198339,-73.939892520161,2.5,
MIKES PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d6720955-Reviews-Mike_s_Pizza-New_York_City_New_York.html,2019-07-30,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",31,C,40.708761649747,-74.005136275218,4.142857142857143,
BOBBY VAN'S GRILL,https://www.tripadvisor.com/Restaurant_Review-g60763-d1169062-Reviews-Bobby_Van_s_Steakhouse_50th_Street-New_York_City_New_York.html,2019-07-30,Evidence of mice or live mice present in facility's food and/or non-food areas.,12,A,40.734718757472,-73.992122982071,4.087890625,4.142857142857143
STRIP HOUSE,https://www.tripadvisor.com/Restaurant_Review-g60763-d423307-Reviews-Strip_House-New_York_City_New_York.html,2019-07-30,Proper sanitization not provided for utensil ware washing operation.,12,A,40.756282459109,-73.977718445279,4.193706981317601,4.142857142857143
BROADWAY PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d5066586-Reviews-Broadway_Pizza_and_Restaurant-New_York_City_New_York.html,2018-07-31,Food Protection Certificate not held by supervisor of food operations.,12,A,40.721691783672,-73.988408661221,4.0,5.0
IPIZZA NY,https://www.tripadvisor.com/Restaurant_Review-g60763-d15140731-Reviews-IPizzaNY-New_York_City_New_York.html,2019-07-31,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",44,,40.742000851027,-73.997181573069,4.0,
BOBBY VAN'S / LEA WINE BAR,https://www.tripadvisor.com/Restaurant_Review-g60763-d457159-Reviews-Bobby_Van_s_Steak_House-New_York_City_New_York.html,2018-08-13,Hot food item not held at or above 140Âº F.,13,A,40.782776276565,-73.948146615073,4.181347150259067,4.166666666666667
CONNOLLY'S PUB,https://www.tripadvisor.com/Restaurant_Review-g60763-d5065998-Reviews-Connolly_s_Pub_Restaurant-New_York_City_New_York.html,2018-08-13,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",11,A,40.789210236622,-73.948726617051,4.188888888888889,4.090909090909091
MORTON'S THE STEAKHOUSE,https://www.tripadvisor.com/Restaurant_Review-g60763-d7089644-Reviews-Morton_s_The_Steakhouse-New_York_City_New_York.html,2018-08-13,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,12,A,40.764543312635006,-73.99187396337,4.055555555555555,3.878787878787879
LOMBARDI'S,https://www.tripadvisor.com/Restaurant_Review-g60763-d15756923-Reviews-Lombardi_s_Chelsea-New_York_City_New_York.html,2018-08-13,Food Protection Certificate not held by supervisor of food operations.,12,A,40.758751603856,-73.988694568973,,3.3333333333333335
LITTLE CAESARS,https://www.tripadvisor.com/Restaurant_Review-g60763-d5099943-Reviews-Little_Caesars-New_York_City_New_York.html,2018-08-13,Evidence of mice or live mice present in facility's food and/or non-food areas.,6,,40.721181177899,-73.98765115235,,
BOCCE,https://www.tripadvisor.com/Restaurant_Review-g60763-d14153226-Reviews-Bocce_USQ-New_York_City_New_York.html,2019-08-13,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,20,,40.764324766383,-73.958543269375,4.25,4.5
PQR,https://www.tripadvisor.com/Restaurant_Review-g60763-d13951507-Reviews-PQR_Roman_Pizzeria-New_York_City_New_York.html,2018-08-14,Evidence of mice or live mice present in facility's food and/or non-food areas.,28,,40.729339283726,-74.00105355146,4.5,3.857142857142857
LA TRAVIATA PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d425631-Reviews-La_Traviata_Pizzeria-New_York_City_New_York.html,2019-08-14,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,9,A,40.752093933161994,-73.977604354379,3.869565217391304,4.666666666666667
IL MATTONE,https://www.tripadvisor.com/Restaurant_Review-g60763-d15167761-Reviews-Il_Mattone_West_Village-New_York_City_New_York.html,2019-08-15,Hot food item not held at or above 140Âº F.,19,,40.717901024793,-73.986280938511,,4.5
CHUCK E. CHEESE'S,https://www.tripadvisor.com/Restaurant_Review-g60763-d4625380-Reviews-Chuck_E_Cheese-New_York_City_New_York.html,2016-08-16,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,33,,40.758900702636,-73.965571058131,,3.75
GOTHAM PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d4277156-Reviews-Gotham_Pizza-New_York_City_New_York.html,2017-08-16,Evidence of mice or live mice present in facility's food and/or non-food areas.,13,A,40.714838403799,-74.008015342742,4.04,4.36734693877551
RAY'S PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d459126-Reviews-Famous_Original_Ray_s_Pizza-New_York_City_New_York.html,2017-08-16,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",5,A,40.75327583548,-73.98896981282,3.720136518771331,3.7117117117117115
LA CROSTA RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g60763-d2285056-Reviews-La_Crosta_Restaurant_Gourmet_Pizzeria-New_York_City_New_York.html,2017-08-16,Hot food item not held at or above 140Âº F.,23,,40.708939570827,-74.01176945996,4.0,4.142857142857143
10TH AVENUE PIZZA & CAFE,https://www.tripadvisor.com/Restaurant_Review-g60763-d2562411-Reviews-10th_Ave_Pizza-New_York_City_New_York.html,2019-08-16,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",19,,40.742000851027,-73.997181573069,4.6,
RIVOLI PIZZA RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g60763-d4811705-Reviews-Rivoli_Pizza-New_York_City_New_York.html,2019-08-16,Hot food item not held at or above 140Âº F.,23,,40.744401010383,-73.981186951273,,
PAPI'S PIZZERIA,https://www.tripadvisor.com/Restaurant_Review-g60763-d10403240-Reviews-Papi_s_Pizza-New_York_City_New_York.html,2016-08-17,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,9,,40.751327403290006,-73.993528617509,5.0,
LITTLE ITALY PIZZA III,https://www.tripadvisor.com/Restaurant_Review-g60763-d7992789-Reviews-Little_Italy_Pizza-New_York_City_New_York.html,2017-08-17,Evidence of mice or live mice present in facility's food and/or non-food areas.,72,,40.759190398067005,-73.97098181274801,3.5,5.0
FREDDIE & PEPPER'S PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d459326-Reviews-Freddie_and_Pepper_s-New_York_City_New_York.html,2017-08-17,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,18,,40.810857068175004,-73.952795602284,4.186274509803922,4.366666666666666
ROCKY'S BAR & RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g60763-d6996163-Reviews-Rocky_s_Bar_and_Restaurant-New_York_City_New_York.html,2018-04-05,Hot food item not held at or above 140Âº F.,13,A,40.756918006477,-73.972065672336,4.038461538461538,3.3
MY PIE,https://www.tripadvisor.com/Restaurant_Review-g60763-d8099295-Reviews-My_Pie_Pizzeria_Romana-New_York_City_New_York.html,2018-06-05,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",26,,40.760321181528,-73.96146243921099,4.454545454545454,4.425
OVEST PIZZOTECA,https://www.tripadvisor.com/Restaurant_Review-g60763-d2545991-Reviews-Ovest_Pizzoteca-New_York_City_New_York.html,2018-06-05,Food contact surface not properly maintained.,6,A,40.798096198339,-73.939892520161,4.40952380952381,4.566666666666666
TUSCANY STEAKHOUSE,https://www.tripadvisor.com/Restaurant_Review-g60763-d13441221-Reviews-Tuscany_Steakhouse-New_York_City_New_York.html,2018-06-05,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",9,A,40.727746426494,-73.985647509709,4.777777777777778,4.63768115942029
PRONTO PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d3191946-Reviews-Pronto_Pizza-New_York_City_New_York.html,2018-07-05,Wiping cloths soiled or not stored in sanitizing solution.,12,A,0.0,0.0,3.6605504587155964,4.017543859649122
BIG NICK'S PIZZA / GYROSHOP,https://www.tripadvisor.com/Restaurant_Review-g60763-d2302311-Reviews-Big_Nick_s_Pizza_Joint-New_York_City_New_York.html,2018-07-05,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,12,A,40.739783110779,-73.99879111207,4.130081300813008,4.294117647058823
SFILA PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d14783977-Reviews-Sfila_Pizza-New_York_City_New_York.html,2018-07-05,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2,A,40.75915932795999,-73.95200576571999,4.0,
SIMO PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d14920260-Reviews-Simo-New_York_City_New_York.html,2018-09-05,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2,A,40.734109173999,-73.989117330313,5.0,5.0
BENVENUTI,https://www.tripadvisor.com/Restaurant_Review-g60763-d6514500-Reviews-Benvenuti-New_York_City_New_York.html,2018-09-05,,0,A,40.711890801265,-73.99957075452599,4.333333333333333,4.0
SOFIA PIZZA SHOPPE,https://www.tripadvisor.com/Restaurant_Review-g60763-d11882563-Reviews-Sofia_Pizza_Shoppe-New_York_City_New_York.html,2018-12-05,Evidence of mice or live mice present in facility's food and/or non-food areas.,7,,40.770914609314,-73.950787805897,4.8,4.2727272727272725
BAR 314,https://www.tripadvisor.com/Restaurant_Review-g60763-d15675033-Reviews-Bar314-New_York_City_New_York.html,2018-12-05,Hot food item not held at or above 140Âº F.,9,A,40.770914609314,-73.950787805897,,5.0
VILLAGE PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d4255652-Reviews-Village_Pizza-New_York_City_New_York.html,2018-12-05,Thawing procedures improper.,11,A,40.783606229458,-73.950496730836,4.333333333333333,5.0
212 STEAKHOUSE,https://www.tripadvisor.com/Restaurant_Review-g60763-d6844693-Reviews-212_Steakhouse-New_York_City_New_York.html,2018-02-06,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",28,,40.777161524498,-73.95727151772101,3.900709219858156,3.5789473684210527
CASA PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d6652779-Reviews-Casa_Pizza_Restaurant-New_York_City_New_York.html,2018-08-06,Live roaches present in facility's food and/or non-food areas.,14,,40.743735417280995,-74.006026755433,3.923076923076923,5.0
MAMA'S TOO!,https://www.tripadvisor.com/Restaurant_Review-g60763-d14995627-Reviews-Mama_s_Too-New_York_City_New_York.html,2018-09-06,Food Protection Certificate not held by supervisor of food operations.,13,A,40.790834819164,-73.942289847663,5.0,3.9615384615384617
SALVO'S,https://www.tripadvisor.com/Restaurant_Review-g60763-d4846994-Reviews-Salvo_s-New_York_City_New_York.html,2018-12-06,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,8,A,40.722927389298,-73.994638951146,4.310344827586207,5.0
ROCCO'S STEAKHOUSE,https://www.tripadvisor.com/Restaurant_Review-g60763-d8609422-Reviews-Rocco_Steakhouse-New_York_City_New_York.html,2018-02-07,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",3,A,40.776072959096,-73.95306587534999,4.351063829787234,4.554054054054054
MAMMA'S FAMOUS PIZZA & BURGERS,https://www.tripadvisor.com/Restaurant_Review-g60763-d19266332-Reviews-Mamma_s_Famous_Pizza-New_York_City_New_York.html,2018-02-07,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",13,A,40.753321377382996,-73.980545566087,,
GINO'S PIZZERIA RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g60763-d4039253-Reviews-Gino_s_Pizzeria_Restaurant-New_York_City_New_York.html,2018-03-07,Hot food item not held at or above 140Âº F.,7,A,40.759190398067005,-73.97098181274801,4.076923076923077,4.8
FDR 99Â¢ SLICE PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d15166392-Reviews-Fdr_99c_Slice_Pizza-New_York_City_New_York.html,2018-05-07,"Single service item reused, improperly stored, dispensed; not used when required.",2,A,40.750638602074,-74.003345738593,,
FAMOUS FAMIGLIA PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d555118-Reviews-Famous_Famiglia_Pizza-New_York_City_New_York.html,2018-06-07,Evidence of mice or live mice present in facility's food and/or non-food areas.,33,,40.762687265522,-73.985798785463,4.066666666666666,4.5
MAMA'S PIZZA CAFE,https://www.tripadvisor.com/Restaurant_Review-g60763-d5065362-Reviews-Mama_s_Pizza-New_York_City_New_York.html,2018-09-07,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",22,,40.744913764321,-73.978263597117,4.4222222222222225,4.0
UNDERGROUND PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d3734926-Reviews-Underground_Pizza-New_York_City_New_York.html,2018-09-07,Hot food item not held at or above 140Âº F.,12,A,40.738345961988,-73.980578823834,4.310344827586207,4.6
NEW TIMES SQUARE PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d19667382-Reviews-New_Times_Square_Pizza-New_York_City_New_York.html,2018-11-07,Hot food item not held at or above 140Âº F.,12,A,40.7385665099,-73.987536052573,,
4 CHARLES RIB PRIME RIB,https://www.tripadvisor.com/Restaurant_Review-g60763-d10694759-Reviews-4_Charles_Prime_Rib-New_York_City_New_York.html,2018-11-07,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,12,A,40.728086685371,-73.984929447145,4.724137931034483,4.666666666666667
WILLIAMSBURG PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d12722586-Reviews-Williamsburg_Pizza-New_York_City_New_York.html,2018-12-07,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",21,,40.754322110364,-73.99857789193001,4.75,4.333333333333333
PATSY'S PIZZERIA,https://www.tripadvisor.com/Restaurant_Review-g60763-d4609847-Reviews-Patsy_s_Pizzeria-New_York_City_New_York.html,2018-01-08,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",40,,40.703461174447,-74.010030085186,3.993150684931507,3.9411764705882355
SOLO PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d2462487-Reviews-Solo_Pizza_NYC-New_York_City_New_York.html,2018-03-08,Wiping cloths soiled or not stored in sanitizing solution.,21,,40.765667782599,-73.983624910245,3.888888888888889,4.0
ARTICHOKE BASILLE'S PIZZA & BAR,https://www.tripadvisor.com/Restaurant_Review-g60763-d7715977-Reviews-Artichoke_Basille_s_Pizza-New_York_City_New_York.html,2018-06-08,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,34,,40.722927389298,-73.994638951146,4.253333333333333,4.433333333333334
CUT BY WOLFGANG PUCK,https://www.tripadvisor.com/Restaurant_Review-g60763-d11678193-Reviews-Cut_by_Wolfgang_Puck-New_York_City_New_York.html,2018-06-08,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,23,,40.811587862688,-73.954511033458,3.6527777777777777,4.2
PEPO'S PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d15171260-Reviews-Pepo_s_Pizza-New_York_City_New_York.html,2018-06-08,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",5,A,40.724693651708,-73.981495591299,,
FRANK'S TRATTORIA,https://www.tripadvisor.com/Restaurant_Review-g60763-d533219-Reviews-Frank_s_Trattoria-New_York_City_New_York.html,2018-08-08,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",38,,40.731408835598,-74.001176261932,4.32,4.0
LEXINGTON PIZZA PARLOR,https://www.tripadvisor.com/Restaurant_Review-g60763-d4420772-Reviews-Lexington_pizza_parlor-New_York_City_New_York.html,2018-08-08,Hot food item not held at or above 140Âº F.,25,,40.777634732869004,-73.98237988219499,4.413793103448276,4.230769230769231
DYCKMAN PALACE PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d4248073-Reviews-Pizza_Palace-New_York_City_New_York.html,2018-03-09,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,9,A,40.850541202932,-73.937054432565,5.0,
PIZZA HUT,https://www.tripadvisor.com/Restaurant_Review-g60763-d4797783-Reviews-Pizza_Hut-New_York_City_New_York.html,2018-03-09,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10,A,40.789041582944996,-73.940500202416,2.8,5.0
YANKEE PIZZA RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g60763-d12179676-Reviews-Yankee_Pizza-New_York_City_New_York.html,2018-05-09,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10,A,40.719454388342,-73.984888116429,,
BARDOLINO PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d12437174-Reviews-Bardolino_Pizza-New_York_City_New_York.html,2018-03-15,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",30,,40.720402277550996,-73.996572811102,4.0,2.3333333333333335
FAMOUS CALABRIA PIZZERIA,https://www.tripadvisor.com/Restaurant_Review-g60763-d15166330-Reviews-Famous_Calabria_Pizza-New_York_City_New_York.html,2019-03-15,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",13,A,40.742313468454,-73.991429199103,,5.0
BLEECKER SREET PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d479337-Reviews-Bleecker_Street_Pizza-New_York_City_New_York.html,2019-03-25,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,10,A,40.764543312635006,-73.99187396337,4.596548004314995,4.811965811965812
LAZZARAS PIZZA CAFE,https://www.tripadvisor.com/Restaurant_Review-g60763-d424527-Reviews-Lazzara_s_Pizza_Cafe-New_York_City_New_York.html,2017-10-30,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,12,A,40.731995117718,-73.984087849803,4.26241134751773,3.9782608695652173
